"numero","id_bling","dataVenda","dataPedido","qtde_itens","custo","totalVenda","taxaLoja","CMV"
"43698","21523964971","2024-11-09","2024-11-09","0","65.20","103.01","23.87","63.28"
"43750","21533055354","2024-11-11","2024-11-11","1","65.20","103.01","23.87","63.28"
"43811","21543092879","2024-11-11","2024-11-11","1","65.20","103.01","0","63.28"
"43844","21552792749","2024-11-12","2024-11-12","1","65.20","103.01","23.87","63.28"
"43918","21570698679","2024-11-14","2024-11-14","1","65.20","103.01","23.87","63.28"
"44046","21593852752","2024-11-18","2024-11-18","1","65.20","103.01","23.87","63.28"
"44114","21605534122","2024-11-20","2024-11-20","1","65.20","103.01","23.87","63.28"
"44148","21609954183","2024-11-21","2024-11-21","1","65.20","103.01","23.87","63.28"
"44269","21632485104","2024-11-24","2024-11-24","1","65.20","103.01","23.87","63.28"
"43901","21564074626","2024-11-14","2024-11-14","1","32.60","103.81","24.56","62.8"
"43989","21579822420","2024-11-16","2024-11-16","1","10.67","106.69","39.59","50"
"43906","21566168034","2024-11-14","2024-11-14","2","36.83","107","0","19.92"
"43688","21522528512","2024-11-09","2024-11-09","0","17.00","108","0","47.22"
"43399","21470464896","2024-11-03","2024-11-03","0","129.80","109","23.66","59.54"
"43408","21471304914","2024-11-03","2024-11-03","0","129.80","109","23.66","59.54"
"44218","21624566532","2024-11-22","2024-11-22","1","72.54","109.52","11.25","66.22"
"44261","21630649623","2024-11-23","2024-11-23","1","95.66","111.48","22.68","85.8"
"43531","21493231972","2024-11-05","2024-11-05","0","129.80","112.9","23.54","57.48"
"43534","21493801667","2024-11-05","2024-11-05","0","129.80","112.9","23.54","57.48"
"43563","21500309391","2024-11-06","2024-11-06","0","129.80","112.9","23.54","57.48"
"43599","21508276313","2024-11-07","2024-11-07","0","129.80","112.9","23.54","57.48"
"43625","21511857078","2024-11-07","2024-11-07","0","129.80","112.9","23.54","57.48"
"43669","21519171489","2024-11-08","2024-11-08","0","113.66","112.9","23.54","50.33"
"43696","21523262069","2024-11-09","2024-11-09","0","113.66","112.9","23.54","50.33"
"44039","21593184889","2024-11-18","2024-11-18","1","21.10","113.8","17.99","37.08"
"43527","21492713604","2024-11-05","2024-11-05","0","20.29","113.97","27.29","53.4"
"43539","21494405132","2024-11-06","2024-11-06","0","63.70","114","23.5","55.87"
"43818","21545030628","2024-11-12","2024-11-12","1","63.70","114","23.5","55.87"
"43875","21560054540","2024-11-13","2024-11-13","1","63.70","114","23.5","55.87"
"43952","21574820826","2024-11-15","2024-11-15","0","63.70","114","23.5","55.87"
"43324","21463353718","2024-11-01","2024-11-01","2","10.29","116","0","31.37"
"43591","21504643322","2024-11-07","2024-11-07","0","238.50","119","23.36","66.8"
"43458","21480209638","2024-11-04","2024-11-04","0","129.80","119.94","16.49","54.11"
"43462","21480682087","2024-11-04","2024-11-04","0","129.80","119.94","16.49","54.11"
"43418","21472189243","2024-11-03","2024-11-03","0","78.47","124","23.22","63.28"
"43975","21578015223","2024-11-16","2024-11-16","1","78.47","124","23.22","63.28"
"43859","21556459226","2024-11-12","2024-11-12","1","69.75","127.58","13","54.66"
"43562","21500242919","2024-11-06","2024-11-06","0","77.50","127.9","23.12","60.59"
"43834","21550504440","2024-11-12","2024-11-12","1","85.26","129.83","23.07","65.66"
"43413","21471651907","2024-11-03","2024-11-03","0","81.85","129.89","23.07","63.01"
"43629","21512202144","2024-11-08","2024-11-08","1","77.75","129.89","23.07","59.85"
"43852","21554054137","2024-11-12","2024-11-12","1","77.75","129.89","23.07","59.85"
"43868","21558167454","2024-11-11","2024-11-11","1","77.75","129.89","23.07","59.85"
"44019","21587542697","2024-11-18","2024-11-18","1","77.75","129.89","23.07","59.85"
"44107","21604605270","2024-11-20","2024-11-20","1","77.75","129.89","23.07","59.85"
"44123","21606495798","2024-11-20","2024-11-20","1","77.75","129.89","23.07","59.85"
"44140","21609035083","2024-11-20","2024-11-20","1","77.75","129.89","23.07","59.85"
"44181","21617332297","2024-11-21","2024-11-21","1","77.75","129.89","23.07","59.85"
"44223","21625259838","2024-11-22","2024-11-22","1","77.75","129.89","23.07","59.85"
"44259","21630517553","2024-11-23","2024-11-23","1","77.75","129.89","23.07","59.85"
"43435","21474480916","2024-11-04","2024-11-04","0","85.26","130","23.07","65.58"
"43747","21532569708","2024-11-11","2024-11-11","1","85.26","130","23.07","65.58"
"43755","21535121294","2024-11-11","2024-11-11","1","67.00","130","0","51.53"
"43817","21544907165","2024-11-12","2024-11-12","1","85.26","130","23.07","65.58"
"43900","21563912746","2024-11-14","2024-11-14","1","85.26","130","23.07","65.58"
"44060","21597781896","2024-11-19","2024-11-19","1","85.26","130","23.07","65.58"
"44071","21599795980","2024-11-19","2024-11-19","1","85.26","130","23.07","65.58"
"44083","21601769800","2024-11-19","2024-11-19","1","85.26","130","23.07","65.58"
"44099","21603032675","2024-11-19","2024-11-19","1","85.26","130","23.07","65.58"
"44184","21617501333","2024-11-21","2024-11-21","1","85.26","130","23.07","65.58"
"44235","21627321808","2024-11-23","2024-11-23","1","85.26","130","23.07","65.58"
"43582","21502038599","2024-11-06","2024-11-06","0","253.14","131.89","23.03","63.97"
"43327","21463906870","2024-11-01","2024-11-01","4","21.84","132","0","8.62"
"43320","21462137911","2024-11-01","2024-11-01","1","41.31","132.22","26.05","62.48"
"43479","21483955613","2024-11-04","2024-11-04","0","86.24","132.89","23","64.89"
"43596","21506841853","2024-11-07","2024-11-07","0","86.24","132.89","23","64.89"
"43725","21527370171","2024-11-10","2024-11-10","1","86.24","132.89","23","64.89"
"43762","21537118006","2024-11-11","2024-11-11","1","86.24","132.89","23","64.89"
"43824","21547279575","2024-11-12","2024-11-12","1","86.24","132.89","23","64.89"
"43994","21580672321","2024-11-17","2024-11-17","1","86.24","132.89","23","64.89"
"44183","21617499697","2024-11-21","2024-11-21","1","86.24","132.89","23","64.89"
"43816","21544877111","2024-11-12","2024-11-12","1","63.70","133.3","18","47.78"
"43894","21562855716","2024-11-13","2024-11-13","1","84.43","134.94","22.96","62.56"
"43604","21510121801","2024-11-07","2024-11-07","0","84.43","135","22.96","62.54"
"44209","21622999090","2024-11-22","2024-11-22","1","84.43","135","22.96","62.53"
"43377","21469008162","2024-11-02","2024-11-02","0","84.43","135.08","22.96","62.49"
"43478","21483900885","2024-11-04","2024-11-04","0","84.43","135.08","22.96","62.49"
"43503","21489065137","2024-11-05","2024-11-05","0","84.43","135.08","22.96","62.49"
"43590","21504017102","2024-11-07","2024-11-07","0","84.43","135.08","22.96","62.49"
"43699","21524081598","2024-11-09","2024-11-09","0","84.43","135.08","22.96","62.49"
"43740","21530769978","2024-11-11","2024-11-11","1","84.43","135.08","22.96","62.49"
"43757","21536662939","2024-11-11","2024-11-11","1","84.43","135.08","22.96","62.49"
"43798","21541715172","2024-11-11","2024-11-11","1","84.43","135.08","22.96","62.49"
"43988","21579817223","2024-11-16","2024-11-16","1","84.43","135.08","22.96","62.49"
"44210","21623177577","2024-11-22","2024-11-22","1","84.43","135.08","22.96","62.49"
"44254","21629922438","2024-11-23","2024-11-23","1","84.43","135.08","22.96","62.49"
"43407","21471165385","2024-11-03","2024-11-03","0","172.26","136.39","22.93","63.14"
"43456","21479993886","2024-11-04","2024-11-04","0","172.26","136.39","22.93","63.14"
"43459","21480372511","2024-11-04","2024-11-04","0","172.26","136.39","22.93","63.14"
"43558","21499424782","2024-11-06","2024-11-06","0","164.08","136.39","22.93","60.14"
"43624","21511765130","2024-11-07","2024-11-07","0","45.46","138","20.2","65.88"
"43385","21469404569","2024-11-02","2024-11-02","0","84.43","139","11.49","60.74"
"43483","21484372374","2024-11-04","2024-11-04","0","84.43","139","11.49","60.74"
"43489","21485311270","2024-11-05","2024-11-05","0","84.43","139","11.49","60.74"
"43512","21490037878","2024-11-05","2024-11-05","0","84.43","139","11.49","60.74"
"43609","21510691387","2024-11-07","2024-11-07","0","84.43","139","11.49","60.74"
"43622","21511682810","2024-11-07","2024-11-07","0","84.43","139","11.49","60.74"
"43685","21522151166","2024-11-09","2024-11-09","0","84.43","139","11.49","60.74"
"43713","21525822926","2024-11-10","2024-11-10","1","84.43","139","11.49","60.74"
"43724","21527335522","2024-11-10","2024-11-10","1","84.43","139","11.49","60.74"
"43729","21528408784","2024-11-10","2024-11-10","1","84.43","139","11.49","60.74"
"43761","21537107622","2024-11-11","2024-11-11","1","84.43","139","11.49","60.74"
"43789","21540774842","2024-11-11","2024-11-11","1","84.43","139","11.49","60.74"
"44105","21604215648","2024-11-20","2024-11-20","1","84.43","139","11.49","60.74"
"44182","21617347677","2024-11-21","2024-11-21","1","84.43","139","11.49","60.74"
"44242","21628621109","2024-11-23","2024-11-23","1","84.43","139","11.49","60.74"
"43366","21467823188","2024-11-02","2024-11-02","0","92.10","139.27","22.87","66.12"
"43448","21478861592","2024-11-04","2024-11-04","0","92.34","139.89","22.85","66"
"43337","21464450165","2024-11-01","2024-11-01","1","47.16","140","0","33.68"
"44221","21624674404","2024-11-22","2024-11-22","3","70.90","140","0","16.88"
"43496","21487768647","2024-11-05","2024-11-05","0","86.24","142.3","22.81","60.6"
"43947","21574365930","2024-11-15","2024-11-15","0","86.24","142.3","22.81","60.6"
"44103","21603398912","2024-11-19","2024-11-19","1","86.24","142.3","22.81","60.6"
"43754","21534145542","2024-11-11","2024-11-11","1","85.26","142.6","18","59.78"
"44078","21600762108","2024-11-19","2024-11-19","1","85.26","142.6","18","59.78"
"43498","21488243013","2024-11-05","2024-11-05","0","81.28","142.61","13","56.99"
"43981","21578671087","2024-11-16","2024-11-16","1","81.28","142.61","13","56.99"
"44268","21632225225","2024-11-24","2024-11-24","1","78.47","143.69","17","54.6"
"43584","21502158399","2024-11-06","2024-11-06","0","72.54","144.44","11.49","50.22"
"43827","21549155282","2024-11-12","2024-11-12","1","72.54","144.44","11.49","50.22"
"43888","21562245771","2024-11-13","2024-11-13","1","72.54","144.44","11.49","50.22"
"43835","21550736183","2024-11-12","2024-11-12","1","63.70","144.89","17.99","43.96"
"43600","21508362512","2024-11-07","2024-11-07","0","95.66","148.63","22.68","64.36"
"43748","21532996886","2024-11-11","2024-11-11","1","95.66","148.63","22.68","64.36"
"44238","21627757352","2024-11-23","2024-11-23","1","95.66","148.63","22.68","64.36"
"43967","21577327022","2024-11-16","2024-11-16","2","89.62","149","0","30.07"
"43742","21530975796","2024-11-11","2024-11-11","1","95.61","149.77","22.66","63.83"
"44087","21602587753","2024-11-19","2024-11-19","1","95.61","149.77","22.66","63.83"
"44108","21604874710","2024-11-20","2024-11-20","1","95.61","149.77","22.66","63.83"
"44136","21608135138","2024-11-20","2024-11-20","1","95.61","149.77","22.66","63.83"
"43529","21493038727","2024-11-05","2024-11-05","0","94.39","149.89","22.66","62.96"
"43885","21561815228","2024-11-13","2024-11-13","3","19.47","150","0","18.55"
"43764","21537201216","2024-11-11","2024-11-11","1","72.54","153.08","16.5","47.38"
"44110","21604972047","2024-11-20","2024-11-20","1","98.43","154","22.59","63.91"
"43872","21558558957","2024-11-13","2024-11-13","1","94.39","155.47","18","60.7"
"43931","21572266759","2024-11-15","2024-11-15","1","94.39","155.47","18","60.7"
"43517","21491039512","2024-11-05","2024-11-05","0","52.90","155.8","19.2","67.9"
"43927","21571309156","2024-11-14","2024-11-14","1","63.70","155.89","13","40.85"
"44005","21582642667","2024-11-17","2024-11-17","1","63.70","155.89","13","40.85"
"44080","21601270908","2024-11-19","2024-11-19","1","63.70","155.89","13","40.85"
"44159","21613361883","2024-11-21","2024-11-21","1","63.70","155.89","13","40.85"
"43312","21461359045","2024-11-01","2024-11-01","1","21.67","156","0","55.56"
"43387","21469512339","2024-11-02","2024-11-02","0","91.58","157","12.99","58.33"
"43404","21471075261","2024-11-03","2024-11-03","0","91.58","157","12.99","58.33"
"43406","21471104682","2024-11-03","2024-11-03","0","91.58","157","12.99","58.33"
"43422","21472787599","2024-11-03","2024-11-03","0","91.58","157","12.99","58.33"
"43424","21473056972","2024-11-03","2024-11-03","0","91.58","157","11.15","58.33"
"43426","21473293188","2024-11-03","2024-11-03","0","91.58","157","12.99","58.33"
"43428","21473407945","2024-11-03","2024-11-03","0","91.58","157","12.99","58.33"
"43437","21474545491","2024-11-03","2024-11-03","0","91.58","157","12.99","58.33"
"43440","21475985079","2024-11-04","2024-11-04","0","91.58","157","12.99","58.33"
"43461","21480677082","2024-11-04","2024-11-04","0","91.58","157","12.99","58.33"
"43465","21481096085","2024-11-04","2024-11-04","0","91.58","157","12.99","58.33"
"43998","21580802634","2024-11-17","2024-11-17","1","105.16","157.6","11.5","66.72"
"44006","21582822003","2024-11-17","2024-11-17","1","54.00","157.97","20.59","68.36"
"44147","21609870156","2024-11-21","2024-11-21","1","105.16","158","22.51","66.55"
"43703","21524703047","2024-11-09","2024-11-09","0","84.43","158.72","17.99","53.19"
"44166","21614748945","2024-11-21","2024-11-21","1","84.43","158.72","17.99","53.19"
"43400","21470532439","2024-11-03","2024-11-03","0","17.99","158.94","17.99","56.59"
"43362","21467465328","2024-11-02","2024-11-02","0","81.90","159","0","51.5"
"43648","21516664776","2024-11-08","2024-11-08","0","105.16","159","22.51","66.13"
"43673","21519858316","2024-11-08","2024-11-08","0","105.16","159","22.51","66.13"
"43766","21538028635","2024-11-11","2024-11-11","1","105.16","159","22.51","66.13"
"43797","21541686136","2024-11-11","2024-11-11","1","105.16","159","22.51","66.13"
"43904","21565164435","2024-11-14","2024-11-14","1","105.16","159","22.51","66.13"
"43978","21578617151","2024-11-16","2024-11-16","1","105.16","159","22.51","66.13"
"44258","21630413065","2024-11-23","2024-11-23","1","105.16","159","22.51","66.13"
"43396","21469847217","2024-11-02","2024-11-02","0","94.16","162","12.99","58.12"
"43420","21472346900","2024-11-03","2024-11-03","0","94.16","162","12.99","58.12"
"43491","21486648132","2024-11-05","2024-11-05","0","100.08","162","12.99","61.77"
